cidade,data,temperatura_maxima,temperatura_minima
Belo Horizonte,2021-08-06 19:37:41.600710,34.87,-0.43
Porto Alegre,2021-08-06 19:37:41.600710,32.38,4.55
Salvador,2021-08-06 19:37:41.600710,32.42,18.9
Curitiba,2021-08-06 19:37:41.600710,35.17,21.51
Fortaleza,2021-08-06 19:37:41.600710,16.56,8.85
Recife,2021-08-06 19:37:41.600710,26.71,22.99
Brasília,2021-08-06 19:37:41.600710,27.47,12.68
Manaus,2021-08-06 19:37:41.600710,32.24,-8.14
São Paulo,2021-08-07 19:37:41.600710,22.51,19.86
Rio de Janeiro,2021-08-07 19:37:41.600710,27.1,5.6
Belo Horizonte,2021-08-07 19:37:41.600710,18.29,17.97
Porto Alegre,2021-08-07 19:37:41.600710,39.04,21.9
Salvador,2021-08-07 19:37:41.600710,19.24,2.29
Curitiba,2021-08-07 19:37:41.600710,35.0,-9.25
Fortaleza,2021-08-07 19:37:41.600710,37.04,31.23
Recife,2021-08-07 19:37:41.600710,31.69,-5.17
Brasília,2021-08-07 19:37:41.600710,39.47,18.73
Manaus,2021-08-07 19:37:41.600710,37.6,4.0
São Paulo,2021-08-08 19:37:41.600710,17.85,-9.72
Rio de Janeiro,2021-08-08 19:37:41.600710,27.07,-4.59
Belo Horizonte,2021-08-08 19:37:41.600710,18.68,-5.21
Porto Alegre,2021-08-08 19:37:41.600710,24.29,-8.99
Salvador,2021-08-08 19:37:41.600710,32.5,3.34
Curitiba,2021-08-08 19:37:41.600710,36.02,28.57
Fortaleza,2021-08-08 19:37:41.600710,17.95,4.19
Recife,2021-08-08 19:37:41.600710,35.51,20.07
Brasília,2021-08-08 19:37:41.600710,27.49,13.81
Manaus,2021-08-08 19:37:41.600710,19.14,2.63
São Paulo,2021-08-09 19:37:41.600710,32.22,22.45
Rio de Janeiro,2021-08-09 19:37:41.600710,17.16,-2.03
Belo Horizonte,2021-08-09 19:37:41.600710,30.4,28.94
Porto Alegre,2021-08-09 19:37:41.600710,39.63,37.35
Salvador,2021-08-09 19:37:41.600710,22.42,5.14
Curitiba,2021-08-09 19:37:41.600710,25.27,-8.2
Fortaleza,2021-08-09 19:37:41.600710,18.47,-8.39
Recife,2021-08-09 19:37:41.600710,32.76,21.69
Brasília,2021-08-09 19:37:41.600710,26.75,25.13
Manaus,2021-08-09 19:37:41.600710,28.51,5.15
São Paulo,2021-08-10 19:37:41.600710,24.57,-3.5
Rio de Janeiro,2021-08-10 19:37:41.600710,24.3,5.9
Belo Horizonte,2021-08-10 19:37:41.600710,31.83,20.47
Porto Alegre,2021-08-10 19:37:41.600710,37.16,19.4
Salvador,2021-08-10 19:37:41.600710,37.66,-2.0
Curitiba,2021-08-10 19:37:41.600710,22.29,10.63
Fortaleza,2021-08-10 19:37:41.600710,33.58,29.87
Recife,2021-08-10 19:37:41.600710,38.57,38.09
Brasília,2021-08-10 19:37:41.600710,25.5,13.98
Manaus,2021-08-10 19:37:41.600710,20.09,19.84
São Paulo,2021-08-11 19:37:41.600710,28.01,-9.09
Rio de Janeiro,2021-08-11 19:37:41.600710,24.08,-0.62
Belo Horizonte,2021-08-11 19:37:41.600710,26.88,3.61
Porto Alegre,2021-08-11 19:37:41.600710,29.91,24.57
Salvador,2021-08-11 19:37:41.600710,16.71,-0.01
Curitiba,2021-08-11 19:37:41.600710,19.53,9.47
Fortaleza,2021-08-11 19:37:41.600710,25.53,18.16
Recife,2021-08-11 19:37:41.600710,25.99,13.0
Brasília,2021-08-11 19:37:41.600710,17.26,-1.58
Manaus,2021-08-11 19:37:41.600710,19.62,-1.56
São Paulo,2021-08-12 19:37:41.600710,26.42,7.4
Rio de Janeiro,2021-08-12 19:37:41.600710,30.12,-9.11
Belo Horizonte,2021-08-12 19:37:41.600710,30.64,-3.98
Porto Alegre,2021-08-12 19:37:41.600710,29.06,28.27
Salvador,2021-08-12 19:37:41.600710,26.76,5.55
Curitiba,2021-08-12 19:37:41.600710,27.18,-2.86
Fortaleza,2021-08-12 19:37:41.600710,19.43,9.92
Recife,2021-08-12 19:37:41.600710,37.98,32.0
Brasília,2021-08-12 19:37:41.600710,24.73,-1.0
Manaus,2021-08-12 19:37:41.600710,33.98,-2.85
São Paulo,2021-08-13 19:37:41.600710,30.78,15.9
Rio de Janeiro,2021-08-13 19:37:41.600710,17.1,7.62
Belo Horizonte,2021-08-13 19:37:41.600710,22.4,-8.14
Porto Alegre,2021-08-13 19:37:41.600710,20.4,3.88
Salvador,2021-08-13 19:37:41.600710,20.36,3.4
Curitiba,2021-08-13 19:37:41.600710,38.04,-5.36
Fortaleza,2021-08-13 19:37:41.600710,36.15,31.1
Recife,2021-08-13 19:37:41.600710,34.72,15.7
Brasília,2021-08-13 19:37:41.600710,32.6,27.38
Manaus,2021-08-13 19:37:41.600710,36.72,7.59
São Paulo,2021-08-14 19:37:41.600710,37.88,6.07
Rio de Janeiro,2021-08-14 19:37:41.600710,25.09,6.18
Belo Horizonte,2021-08-14 19:37:41.600710,27.59,11.32
Porto Alegre,2021-08-14 19:37:41.600710,35.02,18.61
Salvador,2021-08-14 19:37:41.600710,15.3,4.52
Curitiba,2021-08-14 19:37:41.600710,16.38,0.91
Fortaleza,2021-08-14 19:37:41.600710,38.6,6.64
Recife,2021-08-14 19:37:41.600710,27.47,1.46
Brasília,2021-08-14 19:37:41.600710,27.26,-2.86
Manaus,2021-08-14 19:37:41.600710,26.54,23.58
São Paulo,2021-08-15 19:37:41.600710,26.13,-6.83
Rio de Janeiro,2021-08-15 19:37:41.600710,17.25,2.04
Belo Horizonte,2021-08-15 19:37:41.600710,20.26,12.95
Porto Alegre,2021-08-15 19:37:41.600710,37.91,31.75
Salvador,2021-08-15 19:37:41.600710,27.08,-9.46
Curitiba,2021-08-15 19:37:41.600710,17.3,15.65
Fortaleza,2021-08-15 19:37:41.600710,26.85,21.16
Recife,2021-08-15 19:37:41.600710,25.39,-8.92
Brasília,2021-08-15 19:37:41.600710,23.68,-0.02
Manaus,2021-08-15 19:37:41.600710,29.2,12.79
São Paulo,2021-08-16 19:37:41.600710,26.56,1.24
Rio de Janeiro,2021-08-16 19:37:41.600710,25.51,11.18
Belo Horizonte,2021-08-16 19:37:41.600710,31.58,-5.72
Porto Alegre,2021-08-16 19:37:41.600710,30.43,-3.85
Salvador,2021-08-16 19:37:41.600710,24.91,18.55
Curitiba,2021-08-16 19:37:41.600710,20.64,17.86
Fortaleza,2021-08-16 19:37:41.600710,24.73,8.5
Recife,2021-08-16 19:37:41.600710,19.52,7.85
Brasília,2021-08-16 19:37:41.600710,27.52,25.38
Manaus,2021-08-16 19:37:41.600710,37.3,20.89
São Paulo,2021-08-17 19:37:41.600710,26.18,26.05
Rio de Janeiro,2021-08-17 19:37:41.600710,30.57,8.76
Belo Horizonte,2021-08-17 19:37:41.600710,15.61,-6.79
Porto Alegre,2021-08-17 19:37:41.600710,15.47,13.03
Salvador,2021-08-17 19:37:41.600710,36.85,20.04
Curitiba,2021-08-17 19:37:41.600710,36.84,9.47
Fortaleza,2021-08-17 19:37:41.600710,28.2,11.42
Recife,2021-08-17 19:37:41.600710,31.49,-1.65
Brasília,2021-08-17 19:37:41.600710,37.58,27.31
Manaus,2021-08-17 19:37:41.600710,36.01,24.44
São Paulo,2021-08-18 19:37:41.600710,26.02,3.34
Rio de Janeiro,2021-08-18 19:37:41.600710,18.64,8.77
Belo Horizonte,2021-08-18 19:37:41.600710,34.19,-5.64
Porto Alegre,2021-08-18 19:37:41.600710,35.01,23.53
Salvador,2021-08-18 19:37:41.600710,27.04,8.22
Curitiba,2021-08-18 19:37:41.600710,15.37,9.41
Fortaleza,2021-08-18 19:37:41.600710,20.35,-8.09
Recife,2021-08-18 19:37:41.600710,15.91,15.17
Brasília,2021-08-18 19:37:41.600710,17.22,10.74
Manaus,2021-08-18 19:37:41.600710,19.39,-6.17
São Paulo,2021-08-19 19:37:41.600710,29.22,-6.34
Rio de Janeiro,2021-08-19 19:37:41.600710,33.13,22.61
Belo Horizonte,2021-08-19 19:37:41.600710,27.96,4.46
Porto Alegre,2021-08-19 19:37:41.600710,17.08,8.24
Salvador,2021-08-19 19:37:41.600710,17.25,8.44
Curitiba,2021-08-19 19:37:41.600710,30.05,18.64
Fortaleza,2021-08-19 19:37:41.600710,17.85,0.6
Recife,2021-08-19 19:37:41.600710,22.18,0.01
Brasília,2021-08-19 19:37:41.600710,23.93,14.18
Manaus,2021-08-19 19:37:41.600710,23.98,-6.33
São Paulo,2021-08-20 19:37:41.600710,34.86,-5.18
Rio de Janeiro,2021-08-20 19:37:41.600710,30.45,19.56
Belo Horizonte,2021-08-20 19:37:41.600710,24.73,11.18
Porto Alegre,2021-08-20 19:37:41.600710,33.03,1.27
Salvador,2021-08-20 19:37:41.600710,27.36,3.92
Curitiba,2021-08-20 19:37:41.600710,36.93,18.67
Fortaleza,2021-08-20 19:37:41.600710,29.48,10.11
Recife,2021-08-20 19:37:41.600710,36.52,13.49
Brasília,2021-08-20 19:37:41.600710,36.17,2.92
Manaus,2021-08-20 19:37:41.600710,16.19,2.9
São Paulo,2021-08-21 19:37:41.600710,17.05,-3.83
Rio de Janeiro,2021-08-21 19:37:41.600710,27.28,19.17
Belo Horizonte,2021-08-21 19:37:41.600710,36.65,1.23
Porto Alegre,2021-08-21 19:37:41.600710,16.39,12.53
Salvador,2021-08-21 19:37:41.600710,29.87,10.32
Curitiba,2021-08-21 19:37:41.600710,28.59,5.67
Fortaleza,2021-08-21 19:37:41.600710,22.46,-7.73
Recife,2021-08-21 19:37:41.600710,26.93,19.47
Brasília,2021-08-21 19:37:41.600710,19.41,8.2
Manaus,2021-08-21 19:37:41.600710,31.18,6.07
São Paulo,2021-08-22 19:37:41.600710,19.58,-7.1
Rio de Janeiro,2021-08-22 19:37:41.600710,23.01,22.41
Belo Horizonte,2021-08-22 19:37:41.600710,18.15,16.68
Porto Alegre,2021-08-22 19:37:41.600710,30.7,0.81
Salvador,2021-08-22 19:37:41.600710,32.16,-0.93
Curitiba,2021-08-22 19:37:41.600710,17.07,6.13
Fortaleza,2021-08-22 19:37:41.600710,16.73,-3.27
Recife,2021-08-22 19:37:41.600710,19.66,14.11
Brasília,2021-08-22 19:37:41.600710,23.42,-8.32
Manaus,2021-08-22 19:37:41.600710,38.03,-1.84
São Paulo,2021-08-23 19:37:41.600710,18.28,11.64
Rio de Janeiro,2021-08-23 19:37:41.600710,35.24,33.79
Belo Horizonte,2021-08-23 19:37:41.600710,15.59,-1.0
Porto Alegre,2021-08-23 19:37:41.600710,39.07,9.31
Salvador,2021-08-23 19:37:41.600710,36.35,17.09
Curitiba,2021-08-23 19:37:41.600710,16.36,-8.89
Fortaleza,2021-08-23 19:37:41.600710,20.71,0.91
Recife,2021-08-23 19:37:41.600710,20.8,5.02
Brasília,2021-08-23 19:37:41.600710,28.09,13.11
Manaus,2021-08-23 19:37:41.600710,16.69,-0.8
São Paulo,2021-08-24 19:37:41.600710,21.88,3.3
Rio de Janeiro,2021-08-24 19:37:41.600710,18.53,11.55
Belo Horizonte,2021-08-24 19:37:41.600710,28.89,25.21
Porto Alegre,2021-08-24 19:37:41.600710,38.31,13.92
Salvador,2021-08-24 19:37:41.600710,29.7,0.45
Curitiba,2021-08-24 19:37:41.600710,28.71,19.79
Fortaleza,2021-08-24 19:37:41.600710,29.47,22.98
Recife,2021-08-24 19:37:41.600710,23.46,-5.06
Brasília,2021-08-24 19:37:41.600710,39.36,6.87
Manaus,2021-08-24 19:37:41.600710,33.61,28.78
São Paulo,2021-08-25 19:37:41.600710,22.46,-2.02
Rio de Janeiro,2021-08-25 19:37:41.600710,22.21,5.65
Belo Horizonte,2021-08-25 19:37:41.600710,16.41,3.83
Porto Alegre,2021-08-25 19:37:41.600710,29.57,-0.77
Salvador,2021-08-25 19:37:41.600710,19.48,-1.95
Curitiba,2021-08-25 19:37:41.600710,23.52,-1.88
Fortaleza,2021-08-25 19:37:41.600710,33.36,16.88
Recife,2021-08-25 19:37:41.600710,35.44,27.31
Brasília,2021-08-25 19:37:41.600710,36.86,-5.94
Manaus,2021-08-25 19:37:41.600710,25.08,11.8
São Paulo,2021-08-26 19:37:41.600710,30.98,24.85
Rio de Janeiro,2021-08-26 19:37:41.600710,24.29,17.67
Belo Horizonte,2021-08-26 19:37:41.600710,23.43,19.06
Porto Alegre,2021-08-26 19:37:41.600710,23.36,0.14
Salvador,2021-08-26 19:37:41.600710,36.94,23.07
Curitiba,2021-08-26 19:37:41.600710,35.82,29.62
Fortaleza,2021-08-26 19:37:41.600710,16.2,9.69
Recife,2021-08-26 19:37:41.600710,36.07,15.99
Brasília,2021-08-26 19:37:41.600710,39.94,38.31
Manaus,2021-08-26 19:37:41.600710,33.95,2.96
São Paulo,2021-08-27 19:37:41.600710,30.14,6.12
Rio de Janeiro,2021-08-27 19:37:41.600710,26.96,11.36
Belo Horizonte,2021-08-27 19:37:41.600710,39.33,8.2
Porto Alegre,2021-08-27 19:37:41.600710,23.23,5.65
Salvador,2021-08-27 19:37:41.600710,22.04,-3.1
Curitiba,2021-08-27 19:37:41.600710,22.41,10.86
Fortaleza,2021-08-27 19:37:41.600710,39.82,31.03
Recife,2021-08-27 19:37:41.600710,37.92,36.89
Brasília,2021-08-27 19:37:41.600710,29.76,0.97
Manaus,2021-08-27 19:37:41.600710,17.91,12.49
São Paulo,2021-08-28 19:37:41.600710,28.67,14.24
Rio de Janeiro,2021-08-28 19:37:41.600710,36.26,15.85
Belo Horizonte,2021-08-28 19:37:41.600710,30.5,-7.4
Porto Alegre,2021-08-28 19:37:41.600710,33.46,3.06
Salvador,2021-08-28 19:37:41.600710,31.48,21.44
Curitiba,2021-08-28 19:37:41.600710,26.55,7.96
Fortaleza,2021-08-28 19:37:41.600710,15.78,-7.52
Recife,2021-08-28 19:37:41.600710,24.65,11.12
Brasília,2021-08-28 19:37:41.600710,21.47,13.33
Manaus,2021-08-28 19:37:41.600710,21.35,6.2
São Paulo,2021-08-29 19:37:41.600710,20.18,-1.55
Rio de Janeiro,2021-08-29 19:37:41.600710,36.91,-4.4
Belo Horizonte,2021-08-29 19:37:41.600710,38.65,-6.38
Porto Alegre,2021-08-29 19:37:41.600710,35.54,10.71
Salvador,2021-08-29 19:37:41.600710,18.46,17.1
Curitiba,2021-08-29 19:37:41.600710,34.05,-8.04
Fortaleza,2021-08-29 19:37:41.600710,35.06,26.49
Recife,2021-08-29 19:37:41.600710,27.26,-3.46
Brasília,2021-08-29 19:37:41.600710,39.61,3.51
Manaus,2021-08-29 19:37:41.600710,19.31,-4.38
São Paulo,2021-08-30 19:37:41.600710,27.93,18.34
Rio de Janeiro,2021-08-30 19:37:41.600710,36.06,-0.16
Belo Horizonte,2021-08-30 19:37:41.600710,35.31,17.95
Porto Alegre,2021-08-30 19:37:41.600710,19.58,-3.39
Salvador,2021-08-30 19:37:41.600710,38.68,32.64
Curitiba,2021-08-30 19:37:41.600710,30.92,24.05
Fortaleza,2021-08-30 19:37:41.600710,16.97,9.45
Recife,2021-08-30 19:37:41.600710,29.69,-8.23
Brasília,2021-08-30 19:37:41.600710,29.47,10.48
Manaus,2021-08-30 19:37:41.600710,24.58,-1.07
São Paulo,2021-08-31 19:37:41.600710,33.5,1.33
Rio de Janeiro,2021-08-31 19:37:41.600710,19.19,11.53
Belo Horizonte,2021-08-31 19:37:41.600710,18.03,-5.97
Porto Alegre,2021-08-31 19:37:41.600710,19.52,12.12
Salvador,2021-08-31 19:37:41.600710,19.55,16.61
Curitiba,2021-08-31 19:37:41.600710,35.05,4.7
Fortaleza,2021-08-31 19:37:41.600710,17.18,12.3
Recife,2021-08-31 19:37:41.600710,18.55,17.47
Brasília,2021-08-31 19:37:41.600710,37.96,36.79
Manaus,2021-08-31 19:37:41.600710,18.42,15.81
São Paulo,2021-09-01 19:37:41.600710,25.54,12.48
Rio de Janeiro,2021-09-01 19:37:41.600710,26.74,5.95
Belo Horizonte,2021-09-01 19:37:41.600710,39.65,27.1
Porto Alegre,2021-09-01 19:37:41.600710,29.43,-7.0
Salvador,2021-09-01 19:37:41.600710,19.0,5.03
Curitiba,2021-09-01 19:37:41.600710,38.15,-6.64
Fortaleza,2021-09-01 19:37:41.600710,30.4,14.05
Recife,2021-09-01 19:37:41.600710,32.92,2.06
Brasília,2021-09-01 19:37:41.600710,29.97,9.78
Manaus,2021-09-01 19:37:41.600710,34.4,29.63
São Paulo,2021-09-02 19:37:41.600710,24.82,-8.99
Rio de Janeiro,2021-09-02 19:37:41.600710,32.96,-3.94
Belo Horizonte,2021-09-02 19:37:41.600710,16.46,-7.91
Porto Alegre,2021-09-02 19:37:41.600710,26.51,15.48
Salvador,2021-09-02 19:37:41.600710,24.85,3.84
Curitiba,2021-09-02 19:37:41.600710,17.28,0.65
Fortaleza,2021-09-02 19:37:41.600710,22.84,-2.8
Recife,2021-09-02 19:37:41.600710,39.66,28.89
Brasília,2021-09-02 19:37:41.600710,15.66,2.69
Manaus,2021-09-02 19:37:41.600710,28.27,17.34
São Paulo,2021-09-03 19:37:41.600710,36.01,16.14
Rio de Janeiro,2021-09-03 19:37:41.600710,32.35,19.93
Belo Horizonte,2021-09-03 19:37:41.600710,23.6,1.11
Porto Alegre,2021-09-03 19:37:41.600710,26.12,7.47
Salvador,2021-09-03 19:37:41.600710,20.49,9.05
Curitiba,2021-09-03 19:37:41.600710,27.09,25.28
Fortaleza,2021-09-03 19:37:41.600710,19.25,-6.9
Recife,2021-09-03 19:37:41.600710,38.57,24.84
Brasília,2021-09-03 19:37:41.600710,24.45,0.84
Manaus,2021-09-03 19:37:41.600710,21.26,-4.71
São Paulo,2021-09-04 19:37:41.600710,17.98,-9.33
Rio de Janeiro,2021-09-04 19:37:41.600710,25.5,24.54
Belo Horizonte,2021-09-04 19:37:41.600710,19.8,1.53
Porto Alegre,2021-09-04 19:37:41.600710,26.1,1.7
Salvador,2021-09-04 19:37:41.600710,19.85,7.72
Curitiba,2021-09-04 19:37:41.600710,21.7,8.58
Fortaleza,2021-09-04 19:37:41.600710,22.86,19.19
Recife,2021-09-04 19:37:41.600710,39.59,29.01
Brasília,2021-09-04 19:37:41.600710,31.55,-7.25
Manaus,2021-09-04 19:37:41.600710,22.97,1.78
São Paulo,2021-09-05 19:37:41.600710,15.38,-4.54
Rio de Janeiro,2021-09-05 19:37:41.600710,35.45,-9.97
Belo Horizonte,2021-09-05 19:37:41.600710,30.88,8.0
Porto Alegre,2021-09-05 19:37:41.600710,25.81,-2.08
Salvador,2021-09-05 19:37:41.600710,20.42,-6.55
Curitiba,2021-09-05 19:37:41.600710,18.39,17.07
Fortaleza,2021-09-05 19:37:41.600710,30.11,-4.77
Recife,2021-09-05 19:37:41.600710,20.95,-2.95
Brasília,2021-09-05 19:37:41.600710,20.3,10.96
Manaus,2021-09-05 19:37:41.600710,34.31,21.76
São Paulo,2021-09-06 19:37:41.600710,26.61,26.57
Rio de Janeiro,2021-09-06 19:37:41.600710,32.83,3.14
Belo Horizonte,2021-09-06 19:37:41.600710,15.52,1.18
Porto Alegre,2021-09-06 19:37:41.600710,19.69,-7.4
Salvador,2021-09-06 19:37:41.600710,25.54,8.05
Curitiba,2021-09-06 19:37:41.600710,39.29,36.77
Fortaleza,2021-09-06 19:37:41.600710,18.07,7.54
Recife,2021-09-06 19:37:41.600710,31.15,27.19
Brasília,2021-09-06 19:37:41.600710,29.93,4.82
Manaus,2021-09-06 19:37:41.600710,15.37,8.63
São Paulo,2021-09-07 19:37:41.600710,30.43,-4.18
Rio de Janeiro,2021-09-07 19:37:41.600710,22.31,14.69
Belo Horizonte,2021-09-07 19:37:41.600710,23.84,-9.91
Porto Alegre,2021-09-07 19:37:41.600710,30.9,22.43
Salvador,2021-09-07 19:37:41.600710,15.35,13.06
Curitiba,2021-09-07 19:37:41.600710,26.73,20.3
Fortaleza,2021-09-07 19:37:41.600710,24.61,9.12
Recife,2021-09-07 19:37:41.600710,39.56,16.59
Brasília,2021-09-07 19:37:41.600710,35.31,16.77
Manaus,2021-09-07 19:37:41.600710,31.72,-6.01
São Paulo,2021-09-08 19:37:41.600710,20.01,6.81
Rio de Janeiro,2021-09-08 19:37:41.600710,39.5,37.95
Belo Horizonte,2021-09-08 19:37:41.600710,24.71,24.37
Porto Alegre,2021-09-08 19:37:41.600710,18.13,16.6
Salvador,2021-09-08 19:37:41.600710,15.22,7.92
Curitiba,2021-09-08 19:37:41.600710,27.65,-0.87
Fortaleza,2021-09-08 19:37:41.600710,33.55,10.79
Recife,2021-09-08 19:37:41.600710,25.91,17.92
Brasília,2021-09-08 19:37:41.600710,36.3,33.1
Manaus,2021-09-08 19:37:41.600710,27.98,-1.51
São Paulo,2021-09-09 19:37:41.600710,17.17,11.63
Rio de Janeiro,2021-09-09 19:37:41.600710,35.21,12.11
Belo Horizonte,2021-09-09 19:37:41.600710,37.32,-8.18
Porto Alegre,2021-09-09 19:37:41.600710,33.37,3.62
Salvador,2021-09-09 19:37:41.600710,22.92,22.9
Curitiba,2021-09-09 19:37:41.600710,31.95,-5.22
Fortaleza,2021-09-09 19:37:41.600710,18.3,3.41
Recife,2021-09-09 19:37:41.600710,15.43,13.24
Brasília,2021-09-09 19:37:41.600710,22.41,-7.16
Manaus,2021-09-09 19:37:41.600710,37.12,1.25
São Paulo,2021-09-10 19:37:41.600710,39.36,-4.51
Rio de Janeiro,2021-09-10 19:37:41.600710,25.49,6.19
Belo Horizonte,2021-09-10 19:37:41.600710,25.01,22.29
Porto Alegre,2021-09-10 19:37:41.600710,29.99,18.41
Salvador,2021-09-10 19:37:41.600710,16.86,15.75
Curitiba,2021-09-10 19:37:41.600710,20.68,14.35
Fortaleza,2021-09-10 19:37:41.600710,38.71,9.48
Recife,2021-09-10 19:37:41.600710,18.63,4.61
Brasília,2021-09-10 19:37:41.600710,34.2,-5.35
Manaus,2021-09-10 19:37:41.600710,23.2,-5.44
São Paulo,2021-09-11 19:37:41.600710,27.95,-2.77
Rio de Janeiro,2021-09-11 19:37:41.600710,21.81,13.09
Belo Horizonte,2021-09-11 19:37:41.600710,22.32,9.2
Porto Alegre,2021-09-11 19:37:41.600710,26.14,19.47
Salvador,2021-09-11 19:37:41.600710,39.78,27.1
Curitiba,2021-09-11 19:37:41.600710,17.1,-2.17
Fortaleza,2021-09-11 19:37:41.600710,30.19,12.29
Recife,2021-09-11 19:37:41.600710,34.87,15.13
Brasília,2021-09-11 19:37:41.600710,32.56,-3.94
Manaus,2021-09-11 19:37:41.600710,28.28,18.62
São Paulo,2021-09-12 19:37:41.600710,18.0,6.83
Rio de Janeiro,2021-09-12 19:37:41.600710,26.57,-2.95
Belo Horizonte,2021-09-12 19:37:41.600710,35.67,3.5
Porto Alegre,2021-09-12 19:37:41.600710,20.38,1.23
Salvador,2021-09-12 19:37:41.600710,28.83,24.17
Curitiba,2021-09-12 19:37:41.600710,23.67,-0.06
Fortaleza,2021-09-12 19:37:41.600710,26.32,6.95
Recife,2021-09-12 19:37:41.600710,34.33,28.67
Brasília,2021-09-12 19:37:41.600710,27.41,5.89
Manaus,2021-09-12 19:37:41.600710,29.19,26.88
São Paulo,2021-09-13 19:37:41.600710,30.0,14.68
Rio de Janeiro,2021-09-13 19:37:41.600710,38.77,4.16
Belo Horizonte,2021-09-13 19:37:41.600710,37.44,18.77
Porto Alegre,2021-09-13 19:37:41.600710,36.92,36.73
Salvador,2021-09-13 19:37:41.600710,19.45,3.55
Curitiba,2021-09-13 19:37:41.600710,22.29,-0.87
Fortaleza,2021-09-13 19:37:41.600710,39.33,20.93
Recife,2021-09-13 19:37:41.600710,19.37,-4.73
Brasília,2021-09-13 19:37:41.600710,28.51,6.81
Manaus,2021-09-13 19:37:41.600710,27.62,10.1
São Paulo,2021-09-14 19:37:41.600710,15.47,-2.35
Rio de Janeiro,2021-09-14 19:37:41.600710,31.34,-4.87
Belo Horizonte,2021-09-14 19:37:41.600710,30.99,29.48
Porto Alegre,2021-09-14 19:37:41.600710,28.87,-2.2
Salvador,2021-09-14 19:37:41.600710,30.77,19.14
Curitiba,2021-09-14 19:37:41.600710,33.31,1.48
Fortaleza,2021-09-14 19:37:41.600710,19.04,13.27
Recife,2021-09-14 19:37:41.600710,37.25,-4.96
Brasília,2021-09-14 19:37:41.600710,33.17,20.9
Manaus,2021-09-14 19:37:41.600710,28.65,2.35
São Paulo,2021-09-15 19:37:41.600710,15.17,-1.6
Rio de Janeiro,2021-09-15 19:37:41.600710,30.2,0.77
Belo Horizonte,2021-09-15 19:37:41.600710,31.13,-9.52
Porto Alegre,2021-09-15 19:37:41.600710,32.19,8.02
Salvador,2021-09-15 19:37:41.600710,28.04,27.81
Curitiba,2021-09-15 19:37:41.600710,31.8,23.54
Fortaleza,2021-09-15 19:37:41.600710,16.08,-1.41
Recife,2021-09-15 19:37:41.600710,39.33,3.65
Brasília,2021-09-15 19:37:41.600710,33.82,6.7
Manaus,2021-09-15 19:37:41.600710,34.92,24.71
São Paulo,2021-09-16 19:37:41.600710,34.38,3.57
Rio de Janeiro,2021-09-16 19:37:41.600710,26.82,15.0
Belo Horizonte,2021-09-16 19:37:41.600710,38.34,36.22
Porto Alegre,2021-09-16 19:37:41.600710,26.7,-1.76
Salvador,2021-09-16 19:37:41.600710,37.33,11.32
Curitiba,2021-09-16 19:37:41.600710,20.86,-8.92
Fortaleza,2021-09-16 19:37:41.600710,35.76,11.31
Recife,2021-09-16 19:37:41.600710,39.19,37.19
Brasília,2021-09-16 19:37:41.600710,22.11,8.58
Manaus,2021-09-16 19:37:41.600710,28.85,23.58
São Paulo,2021-09-17 19:37:41.600710,22.36,21.32
Rio de Janeiro,2021-09-17 19:37:41.600710,36.58,30.14
Belo Horizonte,2021-09-17 19:37:41.600710,15.1,8.59
Porto Alegre,2021-09-17 19:37:41.600710,23.51,18.06
Salvador,2021-09-17 19:37:41.600710,15.63,0.56
Curitiba,2021-09-17 19:37:41.600710,20.38,19.45
Fortaleza,2021-09-17 19:37:41.600710,36.77,-8.92
Recife,2021-09-17 19:37:41.600710,30.79,-8.72
Brasília,2021-09-17 19:37:41.600710,15.49,13.03
Manaus,2021-09-17 19:37:41.600710,31.52,24.21
São Paulo,2021-09-18 19:37:41.600710,36.6,21.76
Rio de Janeiro,2021-09-18 19:37:41.600710,30.65,14.65
Belo Horizonte,2021-09-18 19:37:41.600710,27.14,11.36
Porto Alegre,2021-09-18 19:37:41.600710,39.17,-2.31
Salvador,2021-09-18 19:37:41.600710,16.91,14.1
Curitiba,2021-09-18 19:37:41.600710,26.71,24.34
Fortaleza,2021-09-18 19:37:41.600710,21.84,1.11
Recife,2021-09-18 19:37:41.600710,18.51,12.48
Brasília,2021-09-18 19:37:41.600710,19.78,9.14
Manaus,2021-09-18 19:37:41.600710,28.98,18.56
São Paulo,2021-09-19 19:37:41.600710,32.76,22.44
Rio de Janeiro,2021-09-19 19:37:41.600710,17.43,-4.73
Belo Horizonte,2021-09-19 19:37:41.600710,25.14,19.51
Porto Alegre,2021-09-19 19:37:41.600710,39.06,14.83
Salvador,2021-09-19 19:37:41.600710,36.6,29.74
Curitiba,2021-09-19 19:37:41.600710,26.15,10.91
Fortaleza,2021-09-19 19:37:41.600710,39.61,17.0
Recife,2021-09-19 19:37:41.600710,39.76,8.77
